Centro,Distrito Centro,Tramo Edad,Proceso,N_demandas
CSS Retiro,RETIRO,40 - 44,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,1
CSS Retiro,RETIRO,40 - 44,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,5
CSS Retiro,RETIRO,40 - 44,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,1
CSS Retiro,RETIRO,40 - 44,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,1
CSS Retiro,RETIRO,40 - 44,CENTRO DE APOYO A LA FAMILIA,4
CSS Retiro,RETIRO,40 - 44,CENTRO DE ATENCION INFANCIA (CAI),1
CSS Retiro,RETIRO,40 - 44,DEPENDENCIA CM,2
CSS Retiro,RETIRO,40 - 44,EDUCACIÓN / CULTURA CM,3
CSS Retiro,RETIRO,40 - 44,INFORME SOCIAL GENERAL,1
CSS Retiro,RETIRO,40 - 44,INGRESO MÍNIMO VITAL,3
CSS Retiro,RETIRO,40 - 44,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,2
CSS Retiro,RETIRO,40 - 44,PROYECTOS PROPIOS DEL DISTRITO,1
CSS Retiro,RETIRO,40 - 44,RENTA MINÍMA DE INSERCIÓN,2
CSS Retiro,RETIRO,40 - 44,TRABAJO Y EMPLEO,3
CSS Retiro,RETIRO,40 - 44,VIVIENDA,3
CSS Retiro,RETIRO,40 - 44,VIVIENDA CM,2
CSS Retiro,RETIRO,45 - 49,AYUDA COMEDOR ESCOLAR,1
CSS Retiro,RETIRO,45 - 49,AYUDA ECONÓMICA ACTIVIDADES PREVENTIVAS PARA MENORES,1
CSS Retiro,RETIRO,45 - 49,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,9
CSS Retiro,RETIRO,45 - 49,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,4
CSS Retiro,RETIRO,45 - 49,AYUDA ECONÓMICA PEQUEÑAS REPARACIONES DE VIVIENDA HABITUAL Y AYUDAS TÉCNICAS,1
CSS Retiro,RETIRO,45 - 49,CENTRO DE APOYO A LA FAMILIA,1
CSS Retiro,RETIRO,45 - 49,CENTRO DE ATENCION INFANCIA (CAI),1
CSS Retiro,RETIRO,45 - 49,DEPENDENCIA CM,9
CSS Retiro,RETIRO,45 - 49,EDUCACIÓN / CULTURA CM,1
CSS Retiro,RETIRO,45 - 49,INFORME SOCIAL JUZGADOS INSTRUCCION,2
CSS Retiro,RETIRO,45 - 49,INGRESO MÍNIMO VITAL,2
CSS Retiro,RETIRO,45 - 49,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,2
CSS Retiro,RETIRO,45 - 49,PENSION NO CONTRIBUTIVA CM,1
CSS Retiro,RETIRO,45 - 49,PROYECTOS PROPIOS DEL DISTRITO,5
CSS Retiro,RETIRO,45 - 49,RENTA MINÍMA DE INSERCIÓN,3
CSS Retiro,RETIRO,45 - 49,SALUD Y SEGURIDAD SOCIAL CM,1
CSS Retiro,RETIRO,45 - 49,TRABAJO Y EMPLEO,3
CSS Retiro,RETIRO,45 - 49,TRABAJO Y EMPLEO CM,1
CSS Retiro,RETIRO,45 - 49,TUTELA ADULTOS CM,1
CSS Retiro,RETIRO,45 - 49,VIVIENDA,4
CSS Retiro,RETIRO,50 - 54,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,1
CSS Retiro,RETIRO,50 - 54,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,4
CSS Retiro,RETIRO,50 - 54,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,5
CSS Retiro,RETIRO,50 - 54,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,1
CSS Retiro,RETIRO,50 - 54,CENTRO DE APOYO A LA FAMILIA,1
CSS Retiro,RETIRO,50 - 54,DEPENDENCIA CM,6
CSS Retiro,RETIRO,50 - 54,INGRESO MÍNIMO VITAL,3
CSS Retiro,RETIRO,50 - 54,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,1
CSS Retiro,RETIRO,50 - 54,ORIENTADOR SOCIO-LABORAL,1
CSS Retiro,RETIRO,50 - 54,PROYECTOS PROPIOS DEL DISTRITO,1
CSS Retiro,RETIRO,50 - 54,RENTA MINÍMA DE INSERCIÓN,1
CSS Retiro,RETIRO,50 - 54,SALUD Y SEGURIDAD SOCIAL CM,2
CSS Retiro,RETIRO,50 - 54,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,3
CSS Retiro,RETIRO,50 - 54,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS EXCEPCIONAL,1
CSS Retiro,RETIRO,50 - 54,TELEASISTENCIA MAYORES ASP,1
CSS Retiro,RETIRO,50 - 54,TRABAJO Y EMPLEO,3
CSS Retiro,RETIRO,50 - 54,TRABAJO Y EMPLEO CM,2
CSS Retiro,RETIRO,50 - 54,VIVIENDA,3
CSS Retiro,RETIRO,55 - 59,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,2
CSS Retiro,RETIRO,55 - 59,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,10
CSS Retiro,RETIRO,55 - 59,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,2
CSS Retiro,RETIRO,55 - 59,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,6
CSS Retiro,RETIRO,55 - 59,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),1
CSS Retiro,RETIRO,55 - 59,DEPENDENCIA CM,17
CSS Retiro,RETIRO,55 - 59,INGRESO MÍNIMO VITAL,9
CSS Retiro,RETIRO,55 - 59,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,2
CSS Retiro,RETIRO,55 - 59,PROG. AT. SOCIAL PERS. ENFERMEDAD MENTAL CRÓNICA CM,1
CSS Retiro,RETIRO,55 - 59,PROYECTOS PROPIOS DEL DISTRITO,2
CSS Retiro,RETIRO,55 - 59,RENTA MINÍMA DE INSERCIÓN,9
CSS Retiro,RETIRO,55 - 59,SALUD Y SEGURIDAD SOCIAL CM,3
CSS Retiro,RETIRO,55 - 59,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,1
CSS Retiro,RETIRO,55 - 59,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,5
CSS Retiro,RETIRO,55 - 59,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,3
CSS Retiro,RETIRO,55 - 59,TELEASISTENCIA DISCAPACITADOS ASP,3
CSS Retiro,RETIRO,55 - 59,TELEASISTENCIA MAYORES ASP,4
CSS Retiro,RETIRO,55 - 59,TRABAJO Y EMPLEO,4
CSS Retiro,RETIRO,55 - 59,TRABAJO Y EMPLEO CM,2
CSS Retiro,RETIRO,55 - 59,VIVIENDA,4
CSS Retiro,RETIRO,55 - 59,VIVIENDA CM,2
CSS Retiro,RETIRO,60 - 64,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,3
CSS Retiro,RETIRO,60 - 64,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,3
CSS Retiro,RETIRO,60 - 64,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,11
CSS Retiro,RETIRO,60 - 64,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),1
CSS Retiro,RETIRO,60 - 64,DEPENDENCIA CM,25
CSS Retiro,RETIRO,60 - 64,INFORME SOCIAL JUZGADOS INSTRUCCION,1
CSS Retiro,RETIRO,60 - 64,INGRESO MÍNIMO VITAL,4
CSS Retiro,RETIRO,60 - 64,PENSION NO CONTRIBUTIVA CM,1
CSS Retiro,RETIRO,60 - 64,PISOS TUTELADOS MAYORES CM,1
CSS Retiro,RETIRO,60 - 64,RENTA MINÍMA DE INSERCIÓN,3
CSS Retiro,RETIRO,60 - 64,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,3
CSS Retiro,RETIRO,60 - 64,TELEASISTENCIA MAYORES ASP,2
CSS Retiro,RETIRO,60 - 64,TRABAJO Y EMPLEO,4
CSS Retiro,RETIRO,60 - 64,TRABAJO Y EMPLEO CM,1
CSS Retiro,RETIRO,65 - 69,AYUDAS ACONDICIONAMIENTO GERIATRICO,2
CSS Retiro,RETIRO,65 - 69,CAMA ARTICULADA,1
CSS Retiro,RETIRO,65 - 69,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,4
CSS Retiro,RETIRO,65 - 69,CENTRO DE APOYO A LA FAMILIA,2
CSS Retiro,RETIRO,65 - 69,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),1
CSS Retiro,RETIRO,65 - 69,COMIDA A DOMICILIO,2
CSS Retiro,RETIRO,65 - 69,DEPENDENCIA CM,33
CSS Retiro,RETIRO,65 - 69,GRÚA,1
CSS Retiro,RETIRO,65 - 69,PENSION NO CONTRIBUTIVA CM,4
CSS Retiro,RETIRO,65 - 69,RESIDENCIA MAYORES AUTONOMOS CM,3
CSS Retiro,RETIRO,65 - 69,SALUD Y SEGURIDAD SOCIAL CM,1
CSS Retiro,RETIRO,65 - 69,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,11
CSS Retiro,RETIRO,65 - 69,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,1
CSS Retiro,RETIRO,65 - 69,TELEASISTENCIA DISCAPACITADOS ASP,1
CSS Retiro,RETIRO,65 - 69,TELEASISTENCIA MAYORES ASP,23
CSS Retiro,RETIRO,65 - 69,TELEASISTENCIA MAYORES DEPENDENCIA,3
CSS Retiro,RETIRO,65 - 69,TRABAJO Y EMPLEO,1
CSS Retiro,RETIRO,65 - 69,TUTELA ADULTOS CM,1
CSS Retiro,RETIRO,65 - 69,VIVIENDA,3
CSS Retiro,RETIRO,65 - 69,VIVIENDA CM,2
CSS Retiro,RETIRO,70 - 74,APARTAMENTOS MUNICIPALES DE MAYORES,3
CSS Retiro,RETIRO,70 - 74,ATENCIÓN PSICOLOGICA,1
CSS Retiro,RETIRO,70 - 74,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,3
CSS Retiro,RETIRO,70 - 74,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,4
CSS Retiro,RETIRO,70 - 74,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),2
CSS Retiro,RETIRO,70 - 74,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),1
CSS Retiro,RETIRO,70 - 74,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),1
CSS Retiro,RETIRO,70 - 74,COMIDA A DOMICILIO,1
CSS Retiro,RETIRO,70 - 74,DEPENDENCIA CM,33
CSS Retiro,RETIRO,70 - 74,PENSION NO CONTRIBUTIVA CM,1
CSS Retiro,RETIRO,70 - 74,PISOS TUTELADOS MAYORES CM,4
CSS Retiro,RETIRO,70 - 74,RESIDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),1
CSS Retiro,RETIRO,70 - 74,RESIDENCIA MAYORES AUTONOMOS CM,5
CSS Retiro,RETIRO,70 - 74,RESIDENCIA MAYORES DE EMERGENCIA SOCIAL,2
CSS Retiro,RETIRO,70 - 74,RESIDENCIA TEMPORAL MAYORES CM,1
CSS Retiro,RETIRO,70 - 74,SALUD Y SEGURIDAD SOCIAL CM,1
CSS Retiro,RETIRO,70 - 74,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,3
CSS Retiro,RETIRO,70 - 74,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,24
CSS Retiro,RETIRO,70 - 74,TELEASISTENCIA DISCAPACITADOS ASP,1
CSS Retiro,RETIRO,70 - 74,TELEASISTENCIA MAYORES ASP,62
CSS Retiro,RETIRO,70 - 74,TELEASISTENCIA MAYORES DEPENDENCIA,1
CSS Retiro,RETIRO,75 - 79,APARTAMENTOS MUNICIPALES DE MAYORES,1
CSS Retiro,RETIRO,75 - 79,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,3
CSS Retiro,RETIRO,75 - 79,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),1
CSS Retiro,RETIRO,75 - 79,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),2
CSS Retiro,RETIRO,75 - 79,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),6
CSS Retiro,RETIRO,75 - 79,COBERTURA NECESIDADES BASICAS,2
CSS Retiro,RETIRO,75 - 79,COMIDA A DOMICILIO,3
CSS Retiro,RETIRO,75 - 79,CUIDAR A QUIENES CUIDAN,1
CSS Retiro,RETIRO,75 - 79,DEPENDENCIA CM,77
CSS Retiro,RETIRO,75 - 79,INFORME SOCIAL JUZGADOS INSTRUCCION,1
CSS Retiro,RETIRO,75 - 79,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,1
CSS Retiro,RETIRO,75 - 79,RESIDENCIA (MAYORES CON DETERIORO FÍSICO O RELACIONAL) ,1
CSS Retiro,RETIRO,75 - 79,RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),1
CSS Retiro,RETIRO,75 - 79,RESIDENCIA MAYORES AUTONOMOS CM,1
CSS Retiro,RETIRO,75 - 79,RESIDENCIA PRIVADA MAYORES,2
CSS Retiro,RETIRO,75 - 79,RESIDENCIA TEMPORAL MAYORES CM,2
CSS Retiro,RETIRO,75 - 79,RESPIRO FAMILIAR/FIN DE SEMANA / C.DÍA,1
CSS Retiro,RETIRO,75 - 79,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,6
CSS Retiro,RETIRO,75 - 79,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,35
CSS Retiro,RETIRO,75 - 79,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,1
CSS Retiro,RETIRO,75 - 79,TELEASISTENCIA DISCAPACITADOS ASP,1
CSS Retiro,RETIRO,75 - 79,TELEASISTENCIA MAYORES ASP,103
CSS Retiro,RETIRO,75 - 79,TELEASISTENCIA MAYORES DEPENDENCIA,11
CSS Retiro,RETIRO,75 - 79,TUTELA ADULTOS CM,1
CSS Retiro,RETIRO,75 - 79,VIVIENDA,1
CSS Retiro,RETIRO,80 - 84,APARTAMENTOS MUNICIPALES DE MAYORES,2
CSS Retiro,RETIRO,80 - 84,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,6
CSS Retiro,RETIRO,80 - 84,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),9
CSS Retiro,RETIRO,80 - 84,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),5
CSS Retiro,RETIRO,80 - 84,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),4
CSS Retiro,RETIRO,80 - 84,COMIDA A DOMICILIO,3
CSS Retiro,RETIRO,80 - 84,CUIDAR A QUIENES CUIDAN,1
CSS Retiro,RETIRO,80 - 84,CURSOS Y ACTIVIDADES DE FORMACIÓN,1
CSS Retiro,RETIRO,80 - 84,DEPENDENCIA CM,110
CSS Retiro,RETIRO,80 - 84,GRÚA,1
CSS Retiro,RETIRO,80 - 84,PISOS TUTELADOS MAYORES CM,1
CSS Retiro,RETIRO,80 - 84,PROYECTOS PROPIOS DEL DISTRITO,1
CSS Retiro,RETIRO,80 - 84,RESIDENCIA (MAYORES CON DETERIORO FÍSICO O RELACIONAL) ,1
CSS Retiro,RETIRO,80 - 84,RESIDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),3
CSS Retiro,RETIRO,80 - 84,RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),2
CSS Retiro,RETIRO,80 - 84,RESIDENCIA MAYORES AUTONOMOS CM,1
CSS Retiro,RETIRO,80 - 84,RESIDENCIA PRIVADA MAYORES,1
CSS Retiro,RETIRO,80 - 84,RESIDENCIA TEMPORAL MAYORES CM,1
CSS Retiro,RETIRO,80 - 84,SALUD Y SEGURIDAD SOCIAL CM,2
CSS Retiro,RETIRO,80 - 84,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,6
CSS Retiro,RETIRO,80 - 84,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,67
CSS Retiro,RETIRO,80 - 84,TELEASISTENCIA DISCAPACITADOS ASP,2
CSS Retiro,RETIRO,80 - 84,TELEASISTENCIA MAYORES ASP,161
CSS Retiro,RETIRO,80 - 84,TELEASISTENCIA MAYORES DEPENDENCIA,4
CSS Retiro,RETIRO,80 - 84,TUTELA ADULTOS CM,1
CSS Retiro,RETIRO,80 - 84,VIVIENDA,2
CSS Retiro,RETIRO,>=85,ASOCIACIONES ONG,2
CSS Retiro,RETIRO,>=85,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,1
CSS Retiro,RETIRO,>=85,CAMA ARTICULADA,2
CSS Retiro,RETIRO,>=85,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,10
CSS Retiro,RETIRO,>=85,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),12
CSS Retiro,RETIRO,>=85,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),8
CSS Retiro,RETIRO,>=85,CENTRO DE DÍA DEPENDENCIA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),3
CSS Retiro,RETIRO,>=85,CENTRO DE MAYORES CM,1
CSS Retiro,RETIRO,>=85,COMIDA A DOMICILIO,6
CSS Retiro,RETIRO,>=85,DEPENDENCIA CM,323
CSS Retiro,RETIRO,>=85,GRÚA,1
CSS Retiro,RETIRO,>=85,PROGRAMA VIVE CONVIVE,1
CSS Retiro,RETIRO,>=85,RESIDENCIA (MAYORES CON DETERIORO FÍSICO O RELACIONAL) ,2
CSS Retiro,RETIRO,>=85,RESIDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),4
CSS Retiro,RETIRO,>=85,RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),1
CSS Retiro,RETIRO,>=85,RESIDENCIA MAYORES AUTONOMOS CM,1
CSS Retiro,RETIRO,>=85,RESIDENCIA MAYORES DE EMERGENCIA SOCIAL,1
CSS Retiro,RETIRO,>=85,RESIDENCIA PRIVADA MAYORES,2
CSS Retiro,RETIRO,>=85,RESIDENCIA TEMPORAL MAYORES CM,3
CSS Retiro,RETIRO,>=85,SALUD Y SEGURIDAD SOCIAL CM,2
CSS Retiro,RETIRO,>=85,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,1
CSS Retiro,RETIRO,>=85,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,16
CSS Retiro,RETIRO,>=85,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,102
CSS Retiro,RETIRO,>=85,SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL,4
CSS Retiro,RETIRO,>=85,TELEASISTENCIA DISCAPACITADOS ASP,7
CSS Retiro,RETIRO,>=85,TELEASISTENCIA MAYORES ASP,147
CSS Retiro,RETIRO,>=85,TELEASISTENCIA MAYORES DEPENDENCIA,16
CSS Retiro,RETIRO,>=85,TUTELA ADULTOS CM,5
CSS San Diego,PUENTE DE VALLECAS, ,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,1
CSS San Diego,PUENTE DE VALLECAS, ,ACTIVIDADES PREVENTIVAS DE ESP. NECESIDAD MENORES,4
CSS San Diego,PUENTE DE VALLECAS, ,APOYO SOCIOEDUCATIVO Y PRELABORAL ADOLESCENTES (ASPA),1
CSS San Diego,PUENTE DE VALLECAS, ,ASOCIACIONES ONG,19
CSS San Diego,PUENTE DE VALLECAS, ,ATENCIÓN PSICOLOGICA,3
CSS San Diego,PUENTE DE VALLECAS, ,AYUDA COMEDOR ESCOLAR,9
CSS San Diego,PUENTE DE VALLECAS, ,AYUDA ECONÓMICA COMEDOR ESCOLAR,10
CSS San Diego,PUENTE DE VALLECAS, ,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,12
CSS San Diego,PUENTE DE VALLECAS, ,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,44
CSS San Diego,PUENTE DE VALLECAS, ,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,2
CSS San Diego,PUENTE DE VALLECAS, ,CENTRO DE ATENCION INFANCIA (CAI),4
CSS San Diego,PUENTE DE VALLECAS, ,CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS),1
CSS San Diego,PUENTE DE VALLECAS, ,CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL),1
CSS San Diego,PUENTE DE VALLECAS, ,CENTROS ABIERTOS ,5
CSS San Diego,PUENTE DE VALLECAS, ,COBERTURA NECESIDADES BASICAS,18
CSS San Diego,PUENTE DE VALLECAS, ,CURSOS Y ACTIVIDADES DE FORMACIÓN,1
CSS San Diego,PUENTE DE VALLECAS, ,DEPENDENCIA CM,17
CSS San Diego,PUENTE DE VALLECAS, ,EDUCACIÓN / CULTURA CM,25
CSS San Diego,PUENTE DE VALLECAS, ,EDUCADOR SOCIAL,1
CSS San Diego,PUENTE DE VALLECAS, ,INFORME DERIVACION GENERAL,1
CSS San Diego,PUENTE DE VALLECAS, ,INGRESO MÍNIMO VITAL,38
CSS San Diego,PUENTE DE VALLECAS, ,ORIENTADOR SOCIO-LABORAL,1
CSS San Diego,PUENTE DE VALLECAS, ,PENSION NO CONTRIBUTIVA CM,2
CSS San Diego,PUENTE DE VALLECAS, ,PROYECTOS PROPIOS DEL DISTRITO,7
CSS San Diego,PUENTE DE VALLECAS, ,RENTA MINÍMA DE INSERCIÓN,36
CSS San Diego,PUENTE DE VALLECAS, ,RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS),1
CSS San Diego,PUENTE DE VALLECAS, ,RESIDENCIA TEMPORAL MAYORES CM,1
CSS San Diego,PUENTE DE VALLECAS, ,SALUD Y SEGURIDAD SOCIAL CM,6
CSS San Diego,PUENTE DE VALLECAS, ,SERCAF MENORES,5
CSS San Diego,PUENTE DE VALLECAS, ,SERVICIO AYUDA A DOMICILIO DISCAPACITADOS DEPENDENCIA,3
CSS San Diego,PUENTE DE VALLECAS, ,SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA,12
CSS San Diego,PUENTE DE VALLECAS, ,SERVICIO DE AYUDA  A DOMICILIO  MAYORES,9
CSS San Diego,PUENTE DE VALLECAS, ,SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS,1
CSS San Diego,PUENTE DE VALLECAS, ,TELEASISTENCIA DISCAPACITADOS DEPENDENCIA,2
CSS San Diego,PUENTE DE VALLECAS, ,TELEASISTENCIA MAYORES ASP,7
CSS San Diego,PUENTE DE VALLECAS, ,TELEASISTENCIA MAYORES DEPENDENCIA,8
CSS San Diego,PUENTE DE VALLECAS, ,TRABAJO Y EMPLEO,21
CSS San Diego,PUENTE DE VALLECAS, ,TRABAJO Y EMPLEO CM,1
CSS San Diego,PUENTE DE VALLECAS, ,VIVIENDA,32
CSS San Diego,PUENTE DE VALLECAS, ,VIVIENDA CM,4
CSS San Diego,PUENTE DE VALLECAS,18 - 24,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,1
CSS San Diego,PUENTE DE VALLECAS,18 - 24,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,2
CSS San Diego,PUENTE DE VALLECAS,18 - 24,AYUDA ESCUELA INFANTIL,1
CSS San Diego,PUENTE DE VALLECAS,18 - 24,EDUCADOR SOCIAL,1
CSS San Diego,PUENTE DE VALLECAS,18 - 24,INGRESO MÍNIMO VITAL,1
CSS San Diego,PUENTE DE VALLECAS,18 - 24,OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE,1
CSS San Diego,PUENTE DE VALLECAS,18 - 24,VIVIENDA,1
CSS San Diego,PUENTE DE VALLECAS,25 - 29,ASOCIACIONES ONG,5
CSS San Diego,PUENTE DE VALLECAS,25 - 29,ATENCIÓN PSICOLOGICA,1
CSS San Diego,PUENTE DE VALLECAS,25 - 29,AYUDA COMEDOR ESCOLAR,4
CSS San Diego,PUENTE DE VALLECAS,25 - 29,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,5
CSS San Diego,PUENTE DE VALLECAS,25 - 29,CENTRO DE APOYO A LA FAMILIA,1
CSS San Diego,PUENTE DE VALLECAS,25 - 29,CENTRO DE ATENCION INFANCIA (CAI),1
CSS San Diego,PUENTE DE VALLECAS,25 - 29,CENTROS ESCOLARES CM,1
CSS San Diego,PUENTE DE VALLECAS,25 - 29,COBERTURA NECESIDADES BASICAS,3
CSS San Diego,PUENTE DE VALLECAS,25 - 29,DEPENDENCIA CM,2
CSS San Diego,PUENTE DE VALLECAS,25 - 29,EDUCACIÓN / CULTURA CM,3
CSS San Diego,PUENTE DE VALLECAS,25 - 29,INGRESO MÍNIMO VITAL,4
CSS San Diego,PUENTE DE VALLECAS,25 - 29,RENTA MINÍMA DE INSERCIÓN,3
CSS San Diego,PUENTE DE VALLECAS,25 - 29,TRABAJO Y EMPLEO,2
CSS San Diego,PUENTE DE VALLECAS,25 - 29,VIVIENDA,2
CSS San Diego,PUENTE DE VALLECAS,30 - 34,AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS,1
CSS San Diego,PUENTE DE VALLECAS,30 - 34,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,3
CSS San Diego,PUENTE DE VALLECAS,30 - 34,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,1
CSS San Diego,PUENTE DE VALLECAS,30 - 34,INGRESO MÍNIMO VITAL,1
CSS San Diego,PUENTE DE VALLECAS,30 - 34,SALUD Y SEGURIDAD SOCIAL CM,1
CSS San Diego,PUENTE DE VALLECAS,30 - 34,TITULO FAMILIA NUMEROSA CM,1
CSS San Diego,PUENTE DE VALLECAS,35 - 39,ACTIVIDADES DE OCIO Y TIEMPO LIBRE,1
CSS San Diego,PUENTE DE VALLECAS,35 - 39,ASOCIACIONES ONG,1
CSS San Diego,PUENTE DE VALLECAS,35 - 39,AYUDA ECONÓMICA COMEDOR ESCOLAR,1
CSS San Diego,PUENTE DE VALLECAS,35 - 39,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS,10
CSS San Diego,PUENTE DE VALLECAS,35 - 39,AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO,2
CSS San Diego,PUENTE DE VALLECAS,35 - 39,AYUDA ECONÓMICA PEQUEÑAS REPARACIONES DE VIVIENDA HABITUAL Y AYUDAS TÉCNICAS,1
CSS San Diego,PUENTE DE VALLECAS,35 - 39,BECAS COMEDOR ESCOLAR CM,2
CSS San Diego,PUENTE DE VALLECAS,35 - 39,CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM,1
